Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hampton,22 May St,3,h,2440000,S,Marshall,24/02/2018,13.8,3188,3,2,1,752,233,1936,Bayside City Council,-37.93592,145.01187,Southern Metropolitan,5454
Hampton,10 Wales St,3,h,1615000,S,Charlton,24/02/2018,13.8,3188,3,2,2,340,183,2000,Bayside City Council,-37.9445,145.01609,Southern Metropolitan,5454
Hawthorn,29 Grove Rd,5,h,4630000,S,Marshall,24/02/2018,5.3,3122,5,3,2,613,160,2013,Boroondara City Council,-37.81457,145.02455,Southern Metropolitan,11308
Hawthorn,53 Mason St,3,h,1660000,PI,Jellis,24/02/2018,5.3,3122,3,1,1,251,110,1890,Boroondara City Council,-37.81684,145.02068,Southern Metropolitan,11308
Hawthorn East,18 Bluff St,4,h,3950000,S,Marshall,24/02/2018,6.2,3123,4,3,3,851,333,1980,Boroondara City Council,-37.84437,145.04763,Southern Metropolitan,6482
Hawthorn East,34 Roseberry St,3,h,1650000,VB,Fletchers,24/02/2018,6.2,3123,3,2,1,238,178,2000,Boroondara City Council,-37.82671,145.04786000000001,Southern Metropolitan,6482
Hawthorn East,15 Westley St,3,h,1450000,VB,Marshall,24/02/2018,6.2,3123,3,1,2,268,95,1930,Boroondara City Council,-37.81875,145.05695,Southern Metropolitan,6482
Heidelberg Heights,50 Southern Rd,3,h,858000,S,Ray,24/02/2018,8.8,3081,3,2,2,681,200,1955,Banyule City Council,-37.7425,145.05316000000002,Eastern Metropolitan,2947
Highett,52 Ashwood Av,3,t,870000,S,Buxton,24/02/2018,16.0,3190,3,1,2,238,137,1970,Bayside City Council,-37.94703,145.02513000000002,Southern Metropolitan,4794
Highett,13 Cloyne St,3,h,1280000,PI,Buxton,24/02/2018,16.0,3190,3,1,1,643,103,1950,Bayside City Council,-37.95408,145.03569,Southern Metropolitan,4794
Highett,38 Nicol St,4,h,1650000,SP,Buxton,24/02/2018,16.0,3190,4,2,2,589,158,1950,Bayside City Council,-37.94832,145.02815,Southern Metropolitan,4794
Hillside,20 Bellevue Bvd,4,h,765000,S,Barry,24/02/2018,18.0,3037,4,2,2,760,201,1998,Brimbank City Council,-37.69011,144.7373,Western Metropolitan,5556
Hillside,10 Castlewellan Bvd,6,h,950000,PI,Barry,24/02/2018,18.0,3037,6,3,3,2000,290,1995,Brimbank City Council,-37.69332,144.7305,Western Metropolitan,5556
Hillside,11 The Parks,4,h,840000,S,Barry,24/02/2018,18.0,3037,4,3,3,619,275,2011,Brimbank City Council,-37.69012,144.74385,Western Metropolitan,5556
Hoppers Crossing,9 Arundel Ct,3,h,470000,VB,Raine,24/02/2018,18.4,3029,3,1,4,589,95,1986,Wyndham City Council,-37.86588,144.70966,Western Metropolitan,13830
Hoppers Crossing,2 Talina Cl,3,h,520000,S,Barry,24/02/2018,18.4,3029,3,2,2,460,121,1990,Wyndham City Council,-37.87263,144.66732,Western Metropolitan,13830
Ivanhoe,122 Bond St,4,h,1836000,SP,Nelson,24/02/2018,7.8,3079,4,2,2,624,200,1955,Banyule City Council,-37.761540000000004,145.03146999999998,Eastern Metropolitan,5549
Jacana,18 Lichfield Av,4,h,600000,PI,Barry,24/02/2018,14.0,3047,4,1,1,600,120,1960,Hume City Council,-37.68725,144.91374,Northern Metropolitan,851
Keilor East,92 Brees Rd,3,h,800000,VB,Nelson,24/02/2018,11.7,3033,3,2,1,341,134,2015,Brimbank City Council,-37.74442,144.87636,Western Metropolitan,5629
Keilor Lodge,26 Truro Cr,3,h,653000,SP,YPA,24/02/2018,15.5,3038,3,2,2,625,153,2000,Brimbank City Council,-37.69924,144.79452,Western Metropolitan,570
Kew,38 Denmark St,3,h,1350000,VB,Jellis,24/02/2018,5.4,3101,3,1,2,323,146,1910,Boroondara City Council,-37.81155,145.02845,Southern Metropolitan,10331
Kew,118 Walpole St,6,h,2905000,SP,Marshall,24/02/2018,5.4,3101,6,3,2,855,294,1920,Boroondara City Council,-37.79626,145.03361999999998,Southern Metropolitan,10331
Kew East,8 Ramsay Av,4,h,2930000,S,Marshall,24/02/2018,7.3,3102,4,2,4,650,304,2007,Boroondara City Council,-37.796929999999996,145.04621,Southern Metropolitan,2671
Lalor,19 Dallas Dr,3,h,590000,S,Ray,24/02/2018,16.3,3075,3,1,6,538,105,1981,Whittlesea City Council,-37.67324,145.04211999999998,Northern Metropolitan,8279
Lalor,5 Rosemary Dr,3,h,660500,S,Love,24/02/2018,16.3,3075,3,1,2,602,140,1970,Whittlesea City Council,-37.66044,145.00534,Northern Metropolitan,8279
Malvern East,1 Ferncroft Av,3,h,2200000,VB,Marshall,24/02/2018,8.4,3145,3,2,2,735,224,1920,Stonnington City Council,-37.86652,145.0569,Southern Metropolitan,8801
Malvern East,21 Nirvana Av,4,h,2200000,VB,Marshall,24/02/2018,8.4,3145,4,3,2,656,230,1960,Stonnington City Council,-37.88127,145.0637,Southern Metropolitan,8801
Malvern East,11 The Avenue,4,h,2425000,PI,Marshall,24/02/2018,8.4,3145,4,2,2,651,230,1920,Stonnington City Council,-37.87534,145.05488,Southern Metropolitan,8801
Malvern East,27 Turner St,2,h,1040000,S,Jellis,24/02/2018,8.4,3145,2,1,2,209,93,1960,Stonnington City Council,-37.87291,145.0451,Southern Metropolitan,8801
Malvern East,710 Waverley Rd,3,h,1250000,SP,Noel,24/02/2018,8.4,3145,3,1,3,555,133,1960,Stonnington City Council,-37.87874,145.08838,Southern Metropolitan,8801
Maribyrnong,50 Village Wy,3,t,637500,SP,Raine,24/02/2018,4.3,3032,3,2,2,78,107,2002,Maribyrnong City Council,-37.77158,144.88116000000002,Western Metropolitan,4918
Melton,11 Inez Ct,4,h,500000,SP,PRDNationwide,24/02/2018,31.7,3337,4,2,4,600,135,1975,Melton City Council,-37.68728,144.5794,Western Victoria,3600
Melton West,1 Kashmir Pl,3,h,371000,S,Reliance,24/02/2018,31.7,3337,3,1,2,665,102,1975,Melton City Council,-37.67239,144.5616,Northern Victoria,6065
Mentone,63 Albenca St,3,h,770000,PI,Buxton,24/02/2018,20.0,3194,3,1,1,454,128,1975,Kingston City Council,-37.975809999999996,145.07468,South-Eastern Metropolitan,6162
Mentone,13 Logan Ct,4,h,1155000,PI,Buxton,24/02/2018,20.0,3194,4,2,2,565,307,1985,Kingston City Council,-37.978609999999996,145.07681000000002,South-Eastern Metropolitan,6162
Mernda,4 Jane Ct,3,h,585000,SP,RW,24/02/2018,25.9,3754,3,1,4,604,102,1980,Whittlesea City Council,-37.59517,145.1041,Northern Metropolitan,5812
Mernda,18 Lupin St,4,h,642500,S,RW,24/02/2018,25.9,3754,4,2,2,460,221,2010,Whittlesea City Council,-37.5912,145.09056999999999,Northern Metropolitan,5812
Mernda,6 Sapling Pl,5,h,745000,S,HAR,24/02/2018,25.9,3754,5,2,2,564,251,2010,Whittlesea City Council,-37.61247,145.08782,Northern Metropolitan,5812
Mernda,3 Softwood Dr,3,h,570000,S,Buckingham,24/02/2018,25.9,3754,3,2,2,375,144,2010,Whittlesea City Council,-37.58892,145.08861000000002,Northern Metropolitan,5812
Mernda,6 Uccello Wy,3,h,600000,S,Millership,24/02/2018,25.9,3754,3,2,2,362,160,2007,Whittlesea City Council,-37.60995,145.08925,Northern Metropolitan,5812
Mernda,99 Waterview Dr,3,h,615000,S,Ray,24/02/2018,25.9,3754,3,2,2,525,168,2008,Whittlesea City Council,-37.61185,145.08194,Northern Metropolitan,5812
Middle Park,33 Canterbury Rd,6,h,5575000,S,Marshall,24/02/2018,3.0,3206,6,4,4,420,324,1880,Port Phillip City Council,-37.84535,144.96043999999998,Southern Metropolitan,2019
Middle Park,108 Hambleton St,3,h,3750000,SA,Greg,24/02/2018,3.0,3206,3,1,0,284,148,1890,Port Phillip City Council,-37.84794,144.96116999999998,Southern Metropolitan,2019
Middle Park,123 Hambleton St,3,h,1720000,S,Greg,24/02/2018,3.0,3206,3,2,1,108,169,1890,Port Phillip City Council,-37.84812,144.9624,Southern Metropolitan,2019
Middle Park,22 McGregor St,3,h,3250000,S,Greg,24/02/2018,3.0,3206,3,2,1,286,233,1900,Port Phillip City Council,-37.85205,144.96481,Southern Metropolitan,2019
Mill Park,74 Roycroft Av,3,h,585000,SP,Ray,24/02/2018,17.9,3082,3,1,2,534,115,1978,Whittlesea City Council,-37.66744,145.05228,Northern Metropolitan,10529
Mill Park,73 Veronica Cr,3,h,728000,S,Barry,24/02/2018,17.9,3082,3,2,1,665,165,1985,Whittlesea City Council,-37.67218,145.07438,Northern Metropolitan,10529
Mill Park,3 Westleigh Ct,3,h,750000,S,Barry,24/02/2018,17.9,3082,3,2,1,530,530,1989,Whittlesea City Council,-37.65305,145.04325,Northern Metropolitan,10529
Mill Park,6 Worgan Cl,3,h,715000,S,HAR,24/02/2018,17.9,3082,3,2,2,596,150,1985,Whittlesea City Council,-37.6576,145.05373,Northern Metropolitan,10529
Mitcham,9 Fellows St,3,h,1600000,VB,Noel,24/02/2018,17.2,3132,3,2,2,438,221,1920,Whitehorse City Council,-37.81272,145.19188,Eastern Metropolitan,6871
Mitcham,15 Nara Rd,3,h,1070000,VB,Noel,24/02/2018,17.2,3132,3,2,1,654,164,1974,Whitehorse City Council,-37.80953,145.20869,Eastern Metropolitan,6871
Montmorency,11 Luisa Ct,5,h,1180000,S,Jellis,24/02/2018,16.2,3094,5,3,2,1126,212,1980,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan,3891
Moonee Ponds,21 Davies St,3,h,1300000,VB,Nelson,24/02/2018,6.2,3039,3,1,1,429,180,2011,Moonee Valley City Council,-37.76872,144.92706,Western Metropolitan,6232
Moorabbin,20b Grandview Gr,4,t,1250000,VB,Buxton,24/02/2018,14.3,3189,4,3,2,339,262,2017,Kingston City Council,-37.94372,145.04611,Southern Metropolitan,2555
Moorabbin,38 Marrbridge Rd,4,h,1210000,PI,Buxton,24/02/2018,14.3,3189,4,2,1,593,196,1950,Kingston City Council,-37.93923,145.05979,Southern Metropolitan,2555
Moorabbin,5 Stayner Gr,3,h,1250000,SA,Buxton,24/02/2018,14.3,3189,3,2,1,613,149,1950,Kingston City Council,-37.94388,145.04048,Southern Metropolitan,2555
Mooroolbark,17 Coolabah St,3,h,630000,S,Barry,24/02/2018,26.5,3138,3,1,2,872,99,1970,Yarra Ranges Shire Council,-37.77754,145.31048,Eastern Victoria,8280
Mooroolbark,107 Taylor Rd,4,h,922000,S,LJ,24/02/2018,26.5,3138,4,2,4,1250,196,1975,Yarra Ranges Shire Council,-37.785340000000005,145.33323000000001,Eastern Victoria,8280
Mooroolbark,15 The Briars,3,h,665000,S,Fletchers,24/02/2018,26.5,3138,3,1,2,513,115,1996,Yarra Ranges Shire Council,-37.76191,145.33016,Eastern Victoria,8280
Mount Waverley,49 Bruce St,5,h,1760000,PI,Jellis,24/02/2018,14.2,3149,5,2,2,805,255,1994,Monash City Council,-37.88192,145.13394,Eastern Metropolitan,13366
Mount Waverley,26 Princetown Rd,4,h,1870000,S,Jellis,24/02/2018,14.2,3149,4,2,2,702,211,2008,Monash City Council,-37.88143,145.12731000000002,Eastern Metropolitan,13366
Mount Waverley,9 Quaintance St,4,h,1450000,S,Barry,24/02/2018,14.2,3149,4,2,2,730,171,1950,Monash City Council,-37.8655,145.12065,Eastern Metropolitan,13366
Murrumbeena,43b Kinlock Av,3,t,1325000,S,Buxton,24/02/2018,10.1,3163,3,2,1,287,225,2017,Glen Eira City Council,-37.90522,145.07109,Southern Metropolitan,4442
Newport,40 Anderson St,4,h,1085000,S,McGrath,24/02/2018,6.2,3015,4,2,1,336,130,1920,Hobsons Bay City Council,-37.84485,144.87738000000002,Western Metropolitan,5498
Newport,15 Steele St,4,h,1150000,S,Williams,24/02/2018,6.2,3015,4,2,1,418,158,1940,Hobsons Bay City Council,-37.83916,144.88168000000002,Western Metropolitan,5498
Newport,45 Woods St,3,h,1237500,S,Greg,24/02/2018,6.2,3015,3,1,3,505,134,1930,Hobsons Bay City Council,-37.845890000000004,144.8768,Western Metropolitan,5498
Niddrie,94 Hotham Rd,3,h,920000,PI,Barry,24/02/2018,10.4,3042,3,1,5,534,123,1950,Moonee Valley City Council,-37.7347,144.88021,Western Metropolitan,2291
Niddrie,17 Ryder St,3,h,1135000,S,Nelson,24/02/2018,10.4,3042,3,1,1,621,105,1950,Moonee Valley City Council,-37.73771,144.88654,Western Metropolitan,2291
Noble Park,1281 Heatherton Rd,3,h,742500,S,Le,24/02/2018,22.7,3174,3,2,2,695,175,1960,Greater Dandenong City Council,-37.9666,145.1882,South-Eastern Metropolitan,11806
Northcote,26 Plant St,4,h,1950000,VB,Nelson,24/02/2018,5.3,3070,4,1,2,581,112,1910,Darebin City Council,-37.778259999999996,144.99993999999998,Northern Metropolitan,11364
Nunawading,9 Nott St,3,t,900000,SA,Philip,24/02/2018,15.4,3131,3,1,1,226,136,2012,Manningham City Council,-37.82865,145.18624,Eastern Metropolitan,4973
Oakleigh,4 Best St,4,h,1580000,S,Buxton,24/02/2018,12.3,3166,4,2,2,508,170,1950,Monash City Council,-37.90817,145.09214,Southern Metropolitan,3224
Pascoe Vale,18 Kevin St,4,h,1300000,VB,Brad,24/02/2018,8.5,3044,4,2,2,424,319,1998,Moreland City Council,-37.73344,144.94371999999998,Northern Metropolitan,7485
Pascoe Vale,21 Tangyes St,4,h,860000,S,Nelson,24/02/2018,8.5,3044,4,1,1,403,128,1959,Moreland City Council,-37.726440000000004,144.9445,Northern Metropolitan,7485
Point Cook,27 Cooinda Wy,4,h,740000,S,hockingstuart,24/02/2018,14.7,3030,4,2,2,518,224,2010,Wyndham City Council,-37.90037,144.73416,Western Metropolitan,15542
Point Cook,54 Fongeo Dr,5,h,717760,S,MICM,24/02/2018,14.7,3030,5,2,2,476,188,2009,Wyndham City Council,-37.910579999999996,144.74061,Western Metropolitan,15542
Point Cook,23 The Esplanade,3,h,620000,PI,Sanctuary,24/02/2018,14.7,3030,3,2,2,485,180,2010,Wyndham City Council,-37.90579,144.76861,Western Metropolitan,15542
Port Melbourne,243 Graham St,2,h,1150000,VB,Greg,24/02/2018,3.5,3207,2,1,1,148,71,1910,Melbourne City Council,-37.8393,144.93858,Southern Metropolitan,8648
Port Melbourne,11 Morley St,3,h,1735000,SP,Biggin,24/02/2018,3.5,3207,3,2,2,208,158,1998,Melbourne City Council,-37.83868,144.93181,Southern Metropolitan,8648
Prahran,61 Murray St,3,h,2500000,VB,Marshall,24/02/2018,4.6,3181,3,2,2,330,175,1900,Stonnington City Council,-37.85047,145.00206,Southern Metropolitan,7717
Preston,4 Evelyn St,5,h,1570000,SP,McGrath,24/02/2018,8.4,3072,5,3,2,564,317,1935,Darebin City Council,-37.7374,144.99115,Northern Metropolitan,14577
Preston,260 Gilbert Rd,4,h,1495000,PI,Woodards,24/02/2018,8.4,3072,4,1,3,653,197,1935,Darebin City Council,-37.741890000000005,144.98967,Northern Metropolitan,14577
Research,21 Valley Rd,4,h,930000,S,Jellis,24/02/2018,18.0,3095,4,2,2,731,125,1970,Nillumbik Shire Council,-37.70199,145.18138000000002,Eastern Metropolitan,938
Reservoir,37 Gilbank St,3,h,1285000,S,Nelson,24/02/2018,12.0,3073,3,2,2,551,134,1950,Darebin City Council,-37.72381,144.99419,Northern Metropolitan,21650
Richmond,104 Bendigo St,2,h,1185000,S,Biggin,24/02/2018,2.4,3121,2,1,0,124,72,1915,Yarra City Council,-37.826679999999996,145.01145,Northern Metropolitan,14949
Richmond,12 Waltham St,3,h,1930000,SP,Jellis,24/02/2018,2.4,3121,3,2,1,248,141,1930,Yarra City Council,-37.819520000000004,144.99673,Northern Metropolitan,14949
Ringwood,49B Ford St,3,t,845000,S,Philip,24/02/2018,19.9,3134,3,2,2,275,139,2003,Maroondah City Council,-37.82144,145.2358,Eastern Metropolitan,7785
Ringwood East,9 Bronhill Rd,3,h,830000,S,Fletchers,24/02/2018,21.3,3135,3,1,1,674,108,1970,Maroondah City Council,-37.79779,145.25673999999998,Eastern Metropolitan,4407
Rowville,19 Ling Dr,4,h,920000,SP,Harcourts,24/02/2018,23.5,3178,4,2,2,727,218,1990,Knox City Council,-37.92628,145.24258999999998,South-Eastern Metropolitan,11667
Roxburgh Park,29 Boyden Sq,3,t,455000,S,RW,24/02/2018,20.6,3064,3,2,2,245,143,2000,Hume City Council,-37.62272,144.92727,Northern Metropolitan,5833
Scoresby,103 Berrabri Dr,4,h,1358000,S,Barry,24/02/2018,22.2,3179,4,4,2,658,105,1975,Knox City Council,-37.89237,145.22191,Eastern Metropolitan,2206
South Melbourne,219 Cecil St,3,h,1750000,S,Frank,24/02/2018,1.9,3205,3,1,1,104,133,1890,Port Phillip City Council,-37.836490000000005,144.95965,Southern Metropolitan,5943
South Morang,8 Fitzgerald Dr,4,h,665000,S,Barry,24/02/2018,20.5,3752,4,2,2,372,184,2009,Whittlesea City Council,-37.63066,145.08307,Northern Metropolitan,7969
South Yarra,1 Moore St,3,h,1720000,PI,Jellis,24/02/2018,2.7,3141,3,2,1,277,161,1895,Melbourne City Council,-37.8457,144.98871,Southern Metropolitan,14887
Spotswood,7A Ferguson St,4,h,895000,VB,Jas,24/02/2018,6.2,3015,4,2,2,367,186,2006,Hobsons Bay City Council,-37.82529,144.87296,Western Metropolitan,1223
Springvale,31 Phillip Av,3,h,650000,SP,RW,24/02/2018,20.8,3171,3,2,2,616,83,1970,Greater Dandenong City Council,-37.93775,145.17345,South-Eastern Metropolitan,7412
St Albans,1 Mark St,3,h,641000,S,YPA,24/02/2018,14.0,3021,3,2,2,597,132,1970,Brimbank City Council,-37.74143,144.78145,Western Metropolitan,14042
St Albans,1/1 Station Av,3,t,520000,PI,Barry,24/02/2018,14.0,3021,3,2,2,240,134,2007,Brimbank City Council,-37.74207,144.81215,Western Metropolitan,14042
St Albans,6A Thorndon Dr,3,h,635000,PI,Burnham,24/02/2018,14.0,3021,3,2,1,611,113,1975,Brimbank City Council,-37.7496,144.80748,Western Metropolitan,14042
St Kilda,9A Neptune St,2,h,920000,S,Whiting,24/02/2018,5.0,3182,2,1,1,120,82,1980,Port Phillip City Council,-37.86339,144.97856000000002,Southern Metropolitan,13240
Strathmore,70 Lebanon St,4,h,1480000,PI,Considine,24/02/2018,8.2,3041,4,1,2,686,335,2009,Moonee Valley City Council,-37.72732,144.91582,Western Metropolitan,3284
Sunbury,6 Arran Ct,3,h,512500,S,Raine,24/02/2018,31.7,3429,3,2,1,828,121,1986,Hume City Council,-37.57985,144.75528,Western Metropolitan,14092
Sunbury,6 Dyson Dr,3,h,557000,S,One,24/02/2018,31.7,3429,3,2,2,689,164,1988,Hume City Council,-37.57328,144.69799999999998,Western Metropolitan,14092
Sunbury,47 Rees Rd,3,h,556000,S,YPA,24/02/2018,31.7,3429,3,2,2,702,139,1998,Hume City Council,-37.56438,144.70907,Western Metropolitan,14092
Sunshine,8 Leonard St,3,h,950000,PI,Douglas,24/02/2018,10.5,3020,3,1,2,515,105,1940,Brimbank City Council,-37.780570000000004,144.83543,Western Metropolitan,3755
Sunshine North,7 Busch St,3,h,700000,PI,Barry,24/02/2018,10.5,3020,3,2,0,526,103,1920,Brimbank City Council,-37.76753,144.83462,Western Metropolitan,4217
Sunshine North,40 Warwick Rd,3,h,890000,S,Ray,24/02/2018,10.5,3020,3,2,2,695,153,2018,Brimbank City Council,-37.76883,144.83973999999998,Western Metropolitan,4217
Surrey Hills,56 Croydon Rd,3,h,1750000,VB,Jellis,24/02/2018,10.2,3127,3,3,2,383,151,1997,Boroondara City Council,-37.82338,145.09236,Southern Metropolitan,5457
Sydenham,3 Steamtrain Cl,5,h,683000,S,Barry,24/02/2018,18.0,3037,5,2,2,730,179,1997,Brimbank City Council,-37.70087,144.76789,Western Metropolitan,3640
Templestowe Lower,24 Bilby St,4,h,1030000,S,Fletchers,24/02/2018,12.4,3107,4,2,3,668,138,1972,Manningham City Council,-37.76291,145.11352,Eastern Metropolitan,5420
Templestowe Lower,4 Roma Ct,5,h,1350000,PI,Ray,24/02/2018,12.4,3107,5,2,2,805,250,1980,Manningham City Council,-37.76985,145.11006,Eastern Metropolitan,5420
Thomastown,3 Bates Av,3,h,627000,S,Love,24/02/2018,15.3,3074,3,1,1,540,104,1960,Whittlesea City Council,-37.68053,145.03616,Northern Metropolitan,7955
Thomastown,6 Glebe Pl,3,h,625000,S,Love,24/02/2018,15.3,3074,3,1,6,609,162,1970,Whittlesea City Council,-37.67382,145.00454,Northern Metropolitan,7955
Thornbury,63a Clarendon St,3,t,1400000,PI,McGrath,24/02/2018,7.0,3071,3,2,2,219,180,2016,Darebin City Council,-37.75982,145.0045,Northern Metropolitan,8870
Thornbury,98 Hutton St,3,h,1200000,VB,Nelson,24/02/2018,7.0,3071,3,1,1,393,98,1920,Darebin City Council,-37.75468,144.98959,Northern Metropolitan,8870
Thornbury,111 Keon St,3,h,1605500,S,Nelson,24/02/2018,7.0,3071,3,2,2,376,140,1925,Darebin City Council,-37.75184,144.98584,Northern Metropolitan,8870
Thornbury,146 Mansfield St,3,h,1000000,S,Haughton,24/02/2018,7.0,3071,3,1,1,353,104,1920,Darebin City Council,-37.75762,145.01134,Northern Metropolitan,8870
Vermont South,28 Hartland Rd,3,h,1170000,S,Harcourts,24/02/2018,17.2,3133,3,2,4,832,209,1976,Whitehorse City Council,-37.85973,145.18223,Eastern Metropolitan,4280
Viewbank,43 Eamon Dr,5,h,1050000,S,Miles,24/02/2018,8.9,3084,5,3,2,576,208,1977,Banyule City Council,-37.73713,145.08957,Eastern Metropolitan,2698
Watsonia North,54 Sellars St,3,h,650000,PI,Darren,24/02/2018,14.5,3087,3,1,4,585,129,1970,Banyule City Council,-37.698840000000004,145.09028,Northern Metropolitan,1442
Werribee,48 Conquest Dr,4,h,680000,SP,Greg,24/02/2018,14.7,3030,4,2,2,634,202,2003,Wyndham City Council,-37.8917,144.66725,Western Metropolitan,16166
Werribee,27 Sinns Av,5,h,640000,S,Ray,24/02/2018,14.7,3030,5,2,4,580,218,1970,Wyndham City Council,-37.90145,144.66978,Western Metropolitan,16166
West Footscray,510 Barkly St,4,h,832000,S,Jas,24/02/2018,6.4,3012,4,1,1,219,113,1910,Maribyrnong City Council,-37.79761,144.88053,Western Metropolitan,5058
West Footscray,30 Gwelo St,3,h,900000,PI,Village,24/02/2018,6.4,3012,3,1,2,460,112,1940,Maribyrnong City Council,-37.801390000000005,144.86458000000002,Western Metropolitan,5058
Westmeadows,35 Arnside Cr,4,h,675000,S,YPA,24/02/2018,16.5,3049,4,2,5,560,148,1980,Hume City Council,-37.680890000000005,144.87403,Northern Metropolitan,2474
Wheelers Hill,9 Walden Av,5,h,1400000,S,LLC,24/02/2018,16.7,3150,5,2,2,739,293,1980,Monash City Council,-37.89304,145.18475,South-Eastern Metropolitan,7392
Williamstown,13 Kingshott Cl,5,h,2020000,S,Greg,24/02/2018,6.8,3016,5,3,2,450,241,2015,Hobsons Bay City Council,-37.8618,144.87855,Western Metropolitan,6380
Wollert,27 Birchmore Rd,3,h,500000,PI,Ray,24/02/2018,25.5,3750,3,2,2,383,118,2016,Whittlesea City Council,-37.6194,145.03951,Northern Metropolitan,2940
Wollert,35 Kingscote Wy,3,h,570000,SP,RW,24/02/2018,25.5,3750,3,2,2,404,158,2012,Whittlesea City Council,-37.61031,145.03393,Northern Metropolitan,2940
Yarraville,29A Murray St,2,h,888000,SP,Sweeney,24/02/2018,6.3,3013,2,2,1,98,104,2018,Maribyrnong City Council,-37.815509999999996,144.88826,Western Metropolitan,6543
Yarraville,147A Severn St,2,t,705000,S,Jas,24/02/2018,6.3,3013,2,1,2,220,120,2000,Maribyrnong City Council,-37.82286,144.87856000000002,Western Metropolitan,6543
Yarraville,3 Tarrengower St,2,h,1020000,PI,RW,24/02/2018,6.3,3013,2,1,0,250,103,1930,Maribyrnong City Council,-37.8181,144.89351000000002,Western Metropolitan,6543
