Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Dingley Village,29 Elliott Cr,3,h,800000,S,Ray,2017-07-15,22.2,3172,2,4,801,150,1980,Kingston City Council,-37.98596,145.13187,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,7
Dingley Village,5 Tarnook Ct,4,h,854000,S,Ray,2017-07-15,22.2,3172,2,2,676,181,1975,Kingston City Council,-37.97936,145.13302,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,7
Dingley Village,1A Shelford Gr,4,h,952000,S,Buxton,2017-09-09,22.2,3172,2,3,681,168,1970,Kingston City Council,-37.98145,145.12833999999995,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,9
Dingley Village,11 Evelyn Ct,4,h,970000,PI,Barry,2017-08-19,22.2,3172,2,2,364,210,1995,Kingston City Council,-37.96853,145.12948,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,8
Dingley Village,46 Rhoda St,4,h,927000,S,Buxton,2017-10-07,22.2,3172,2,2,576,151,1975,Kingston City Council,-37.985640000000004,145.12715,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,10
Dingley Village,8 Rhoda St,3,h,952000,S,Ray,2018-01-06,22.2,3172,1,2,795,152,1975,Kingston City Council,-37.98604,145.13088,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,1
Dingley Village,17 Jannali Dr,4,h,883500,SP,Buxton,2018-03-03,22.2,3172,2,2,556,140,1980,Kingston City Council,-37.98722,145.13573,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,3
Dingley Village,8 Kathrin Av,3,h,900000,PI,Ray,2018-03-03,22.2,3172,2,2,572,174,1970,Kingston City Council,-37.98068,145.13388999999995,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,3
Dingley Village,22 Pickworth Dr,3,h,870000,S,Buxton,2018-03-03,22.2,3172,2,3,532,148,1975,Kingston City Council,-37.9796,145.12431999999995,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,3
Dingley Village,28 Shelford Gr,3,h,880000,PI,Buxton,2018-03-03,22.2,3172,2,2,531,151,1970,Kingston City Council,-37.98269000000001,145.12811000000005,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,3
Dingley Village,23 Heathland Wy,4,h,1000000,PI,Ray,2018-03-17,22.2,3172,2,2,528,209,2001,Kingston City Council,-37.98687,145.12708999999995,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2018,3
Glen Waverley,5 Wilfred Ct,5,h,815000,S,Barry,2018-03-10,16.7,3150,3,2,895,145,1978,Monash City Council,-37.89524,145.1587,Eastern Metropolitan,15321,43,2500,711,480,2147,0.8,1882,2.8,2018,3
Glen Waverley,25 Tulloch Gr,5,h,1000000,VB,Harcourts,2018-02-24,16.7,3150,2,2,362,195,1990,Monash City Council,-37.89877,145.15125,Eastern Metropolitan,15321,43,2500,711,480,2147,0.8,1882,2.8,2018,2
Greenvale,23 Wallace Dr,5,h,830000,SP,RW,2017-06-03,20.4,3059,4,5,602,264,2001,Hume City Council,-37.65039,144.89948,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2017,6
Greenvale,21 Destination Dr,4,h,840500,S,YPA,2017-06-24,20.4,3059,2,2,494,298,2014,Hume City Council,-37.61424,144.88705,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2017,6
Greenvale,4 Lysterfield Dr,5,h,800000,SP,LJ,2017-07-08,20.4,3059,3,2,544,332,2008,Hume City Council,-37.61079,144.90823,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2017,7
Greenvale,33 Positano Gr,4,h,805000,S,Stockdale,2017-10-07,20.4,3059,2,4,624,260,2014,Hume City Council,-37.62644,144.88998999999995,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2017,10
Greenvale,5 Arkose St,4,h,880000,PI,Barry,2017-12-09,20.4,3059,5,2,538,354,2015,Hume City Council,-37.62591,144.87871,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2017,12
Greenvale,15 MacLaren Ct,5,h,800000,SP,Jason,2018-03-17,20.4,3059,2,3,870,317,1999,Hume City Council,-37.64775,144.9034,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2018,3
Greenvale,102 Greenvale Dr,4,h,900000,SP,Raine,2018-02-24,20.4,3059,2,2,1134,324,1980,Hume City Council,-37.64221,144.8926,Northern Metropolitan,4864,35,2167,796,430,2323,0.8,2262,3.2,2018,2
Ringwood East,8 Marwarra St,4,h,910000,S,Fletchers,2017-06-03,21.3,3135,1,2,669,179,1965,Maroondah City Council,-37.816559999999996,145.24247,Eastern Metropolitan,4407,39,2100,884,386,2427,0.8,1964,2.6,2017,6
Heathmont,23 Viviani Cr,3,h,912000,S,Ray,2017-08-12,21.3,3135,2,2,471,144,1965,Maroondah City Council,-37.82996,145.24311,Eastern Metropolitan,3794,39,2100,884,386,2427,0.8,1964,2.6,2017,8
Heathmont,25 Westmore Dr,5,h,932000,S,RW,2017-09-09,21.3,3135,2,2,543,200,1980,Maroondah City Council,-37.83145,145.22826,Eastern Metropolitan,3794,39,2100,884,386,2427,0.8,1964,2.6,2017,9
Ringwood East,8 Ian Av,4,h,800000,PI,Philip,2017-09-09,21.3,3135,2,2,650,112,1960,Maroondah City Council,-37.80103,145.25368,Eastern Metropolitan,4407,39,2100,884,386,2427,0.8,1964,2.6,2017,9
Ringwood East,14 Everard Rd,2,h,937000,S,Carter,2017-08-26,21.3,3135,2,2,736,116,1960,Maroondah City Council,-37.80401,145.25225,Eastern Metropolitan,4407,39,2100,884,386,2427,0.8,1964,2.6,2017,8
Heathmont,6 Orchard Gr,4,h,900000,SP,Barry,2017-10-28,21.3,3135,2,2,731,186,1950,Maroondah City Council,-37.83465,145.24245,Eastern Metropolitan,3794,39,2100,884,386,2427,0.8,1964,2.6,2017,10
Heathmont,5 Bronaldi St,5,h,820000,PI,Woodards,2017-11-18,21.3,3135,3,2,695,292,1965,Maroondah City Council,-37.8326,145.2533,Eastern Metropolitan,3794,39,2100,884,386,2427,0.8,1964,2.6,2017,11
Ringwood East,5 Hunter Ct,3,h,902000,S,Real,2018-03-03,21.3,3135,2,1,876,111,1965,Maroondah City Council,-37.824529999999996,145.26356,Eastern Metropolitan,4407,39,2100,884,386,2427,0.8,1964,2.6,2018,3
Ringwood East,9 Bronhill Rd,3,h,830000,S,Fletchers,2018-02-24,21.3,3135,1,1,674,108,1970,Maroondah City Council,-37.79779,145.25673999999995,Eastern Metropolitan,4407,39,2100,884,386,2427,0.8,1964,2.6,2018,2
Melton South,14 Toolern St,3,h,892000,S,Ryder,2018-02-17,29.8,3338,1,0,1709,125,1980,Melton City Council,-37.70531,144.57683,Western Victoria,4718,31,1712,745,341,1805,0.8,1642,3.0,2018,2
Mentone,70 Voltri St,3,h,885000,S,hockingstuart,2017-06-03,20.0,3194,1,2,530,129,1980,Kingston City Council,-37.97584000000001,145.08106999999995,South-Eastern Metropolitan,6162,42,2167,979,392,2604,0.8,1889,2.3,2017,6
Mentone,14 Glengala Ct,4,h,900000,PI,Hodges,2017-09-03,20.0,3194,2,2,530,216,1980,Kingston City Council,-37.98368,145.09237,South-Eastern Metropolitan,6162,42,2167,979,392,2604,0.8,1889,2.3,2017,9
Mentone,9 Glengala Ct,3,h,960500,S,Buxton,2017-09-03,20.0,3194,2,2,535,132,1985,Kingston City Council,-37.983290000000004,145.0918,South-Eastern Metropolitan,6162,42,2167,979,392,2604,0.8,1889,2.3,2017,9
Mentone,54 Allandale Rd,4,h,950000,S,Barry,2017-10-14,20.0,3194,2,2,590,144,1970,Kingston City Council,-37.98019,145.09049,South-Eastern Metropolitan,6162,42,2167,979,392,2604,0.8,1889,2.3,2017,10
Mooroolbark,188 Cardigan Rd,5,h,872000,SP,Max,2017-06-03,26.5,3138,2,2,1254,186,1980,Yarra Ranges Shire Council,-37.790259999999996,145.33738,Eastern Victoria,8280,37,2000,838,400,2246,0.8,1994,2.8,2017,6
Mooroolbark,6 Esther Cr,3,h,870000,PI,McGrath,2017-10-28,26.5,3138,1,2,853,135,1980,Yarra Ranges Shire Council,-37.78156,145.30784,Eastern Victoria,8280,37,2000,838,400,2246,0.8,1994,2.8,2017,10
Mooroolbark,107 Taylor Rd,4,h,922000,S,LJ,2018-02-24,26.5,3138,2,4,1250,196,1975,Yarra Ranges Shire Council,-37.78534000000001,145.33323000000001,Eastern Victoria,8280,37,2000,838,400,2246,0.8,1994,2.8,2018,2
Altona Meadows,1 Sheppard Ct,4,h,810000,SP,Purplebricks,2017-08-12,15.5,3028,2,2,749,180,1989,Hobsons Bay City Council,-37.88413,144.79033,Western Metropolitan,7630,38,1733,746,341,1947,0.8,1634,2.5,2017,8
Altona Meadows,3 Hopkins Ct,4,h,800000,S,Barlow,2017-10-21,15.5,3028,2,4,531,190,1980,Hobsons Bay City Council,-37.892179999999996,144.78582,Western Metropolitan,7630,38,1733,746,341,1947,0.8,1634,2.5,2017,10
Templestowe,21 Wood St,4,h,910000,PI,Woodards,2017-09-23,15.5,3106,2,2,520,170,1980,Manningham City Council,-37.75436,145.11938999999995,Eastern Metropolitan,6202,46,2700,781,513,2419,0.8,2163,2.8,2017,9
Thomastown,37 Arndell St,3,h,850000,SP,Ray,2017-10-14,15.3,3074,2,2,666,97,1975,Whittlesea City Council,-37.67353,145.01125,Northern Metropolitan,7955,39,1690,502,350,1387,0.8,1225,2.6,2017,10
Thomastown,4 Middle Ct,4,h,841000,S,Barry,2017-11-25,15.3,3074,2,2,660,240,2004,Whittlesea City Council,-37.686,145.0394,Northern Metropolitan,7955,39,1690,502,350,1387,0.8,1225,2.6,2017,11
Thomastown,25 French St,3,h,860000,SP,Ray,2018-01-06,15.3,3074,1,1,652,134,1970,Whittlesea City Council,-37.67639000000001,145.01843,Northern Metropolitan,7955,39,1690,502,350,1387,0.8,1225,2.6,2018,1
Vermont,11 Manhattan Sq,4,h,980000,S,hockingstuart,2017-08-12,17.2,3133,2,0,539,192,1978,Maroondah City Council,-37.83459000000001,145.21264,Eastern Metropolitan,4181,43,2383,753,460,2265,0.8,1995,2.8,2017,8
Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,2017-07-22,17.2,3133,1,1,653,119,1970,Maroondah City Council,-37.84034000000001,145.2022,Eastern Metropolitan,4181,43,2383,753,460,2265,0.8,1995,2.8,2017,7
Vermont,62 Scott St,3,h,903000,S,Fletchers,2017-12-09,17.2,3133,1,4,711,152,1935,Maroondah City Council,-37.83315,145.2026,Eastern Metropolitan,4181,43,2383,753,460,2265,0.8,1995,2.8,2017,12
Westmeadows,27 Eyre St,3,h,800000,S,YPA,2017-07-15,16.5,3049,2,2,898,142,1985,Hume City Council,-37.67823,144.90001999999996,Northern Metropolitan,2474,40,1820,738,360,2123,0.8,1741,2.6,2017,7
Westmeadows,43 Bamford Av,4,h,821000,S,YPA,2017-07-29,16.5,3049,3,2,544,264,1997,Hume City Council,-37.67841,144.87923999999995,Northern Metropolitan,2474,40,1820,738,360,2123,0.8,1741,2.6,2017,7
Attwood,31 Stonebridge Wy,4,h,941000,S,Barry,2017-10-21,16.5,3049,2,2,760,236,1999,Hume City Council,-37.67355,144.89234,Northern Metropolitan,1130,40,1820,738,360,2123,0.8,1741,2.6,2017,10
Attwood,40 Threadneedle St,4,h,840000,VB,Barry,2017-10-28,16.5,3049,2,2,600,274,2011,Hume City Council,-37.67087,144.87814,Northern Metropolitan,1130,40,1820,738,360,2123,0.8,1741,2.6,2017,10
Attwood,12 Chandos Pl,4,h,820000,VB,Barry,2017-12-09,16.5,3049,2,3,657,36,2004,Hume City Council,-37.66884,144.88636,Northern Metropolitan,1130,40,1820,738,360,2123,0.8,1741,2.6,2017,12
Attwood,3 Willowbank Wy,4,h,915000,SP,Barry,2017-12-09,16.5,3049,2,2,704,278,2000,Hume City Council,-37.670609999999996,144.89095,Northern Metropolitan,1130,40,1820,738,360,2123,0.8,1741,2.6,2017,12
Attwood,21 Threadneedle St,4,h,805000,PI,Barry,2018-02-24,16.5,3049,2,2,630,269,2000,Hume City Council,-37.6712,144.87911,Northern Metropolitan,1130,40,1820,738,360,2123,0.8,1741,2.6,2018,2
Berwick,9 Geranium Ct,4,h,920000,S,Peake,2017-07-08,35.2,3806,5,2,638,352,2014,Casey City Council,-38.0683,145.33833,Eastern Victoria,17093,38,2000,855,400,2354,0.8,2122,2.9,2017,7
Berwick,9 Sunview Pl,4,h,950000,SA,Eview,2017-07-08,35.2,3806,4,2,603,391,2007,Casey City Council,-38.06788,145.33966999999996,Eastern Victoria,17093,38,2000,855,400,2354,0.8,2122,2.9,2017,7
Berwick,18 Viewgrand Dr,4,h,975000,SP,Harcourts,2017-09-03,35.2,3806,3,2,675,332,2005,Casey City Council,-38.06508,145.35416999999995,Eastern Victoria,17093,38,2000,855,400,2354,0.8,2122,2.9,2017,9
Berwick,13 Vista Ct,4,h,815000,SP,Barry,2017-11-04,35.2,3806,2,2,843,186,1994,Casey City Council,-38.0268,145.335,Eastern Victoria,17093,38,2000,855,400,2354,0.8,2122,2.9,2017,11
Ferntree Gully,42 Bryden Dr,4,h,850000,S,Noel,2017-07-15,24.8,3156,2,1,738,148,1985,Knox City Council,-37.89863,145.26708,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,7
Ferntree Gully,3 Hooker Rd,3,h,861000,S,Ray,2017-07-29,24.8,3156,2,1,720,162,1960,Knox City Council,-37.87768,145.25918000000001,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,7
Ferntree Gully,72 Ormonde Rd,4,h,890000,S,Ray,2017-07-29,24.8,3156,2,2,659,177,1992,Knox City Council,-37.89508,145.27879,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,7
Ferntree Gully,3 Kirby Ct,4,h,875000,S,Noel,2017-08-19,24.8,3156,3,4,793,225,1980,Knox City Council,-37.88793,145.27561,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,8
Ferntree Gully,3 Satori Ct,4,h,860000,VB,Appleby,2017-10-07,24.8,3156,2,2,677,195,1990,Knox City Council,-37.894459999999995,145.27802,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,10
Ferntree Gully,18 Glenfern Rd,4,h,840000,SP,Stockdale,2017-11-11,24.8,3156,3,2,737,208,1950,Knox City Council,-37.8909,145.2891,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,11
Ferntree Gully,16 Cutler Cl,4,h,940000,PI,buyMyplace,2017-11-18,24.8,3156,2,5,900,246,1991,Knox City Council,-37.8922,145.2776,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,11
Ferntree Gully,3 Meadow La,4,h,880000,S,Schroeder,2017-12-09,24.8,3156,2,2,739,225,1977,Knox City Council,-37.89109000000001,145.26128,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2017,12
Ferntree Gully,82 Bryden Dr,4,h,860000,S,Schroeder,2018-03-17,24.8,3156,2,4,623,171,1985,Knox City Council,-37.8984,145.26457,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2018,3
Ferntree Gully,62 Helen Rd,4,h,851000,S,Ray,2018-03-17,24.8,3156,2,2,722,170,1970,Knox City Council,-37.87574,145.26685,Eastern Metropolitan,10788,40,2000,822,390,2277,0.8,1948,2.7,2018,3
Mulgrave,18 Vincent St,4,h,902000,S,Woodards,2017-06-17,18.8,3170,2,4,726,165,1960,Monash City Council,-37.93058,145.16308,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,6
Mulgrave,73 Lea Rd,3,h,865000,S,Win,2017-06-24,18.8,3170,1,2,739,126,1965,Monash City Council,-37.92769000000001,145.16792,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,6
Mulgrave,27 Glencairn St,5,h,960000,S,Ray,2017-07-15,18.8,3170,2,1,731,130,1965,Monash City Council,-37.9298,145.16523999999995,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,7
Mulgrave,25 Morawa Dr,3,h,862000,S,Win,2017-07-22,18.8,3170,2,2,246,3,2002,Monash City Council,-37.928290000000004,145.19647,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,7
Mulgrave,75 Wattle Gr,3,h,815500,S,Ray,2017-07-22,18.8,3170,2,2,434,104,1960,Monash City Council,-37.93228,145.15827,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,7
Mulgrave,25 Rupert Dr,3,h,840000,S,Ray,2017-09-23,18.8,3170,1,2,656,107,1972,Monash City Council,-37.93271,145.17792,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,9
Mulgrave,2229 Dandenong Rd,3,h,940000,S,Biggin,2017-08-26,18.8,3170,2,3,709,140,1958,Monash City Council,-37.92811,145.14971,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,8
Mulgrave,2 Kensington Ct,4,h,1000000,S,Ray,2017-10-14,18.8,3170,2,0,653,207,1960,Monash City Council,-37.9256,145.16459,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2017,10
Mulgrave,33 Wanda St,3,h,825000,S,Barry,2018-01-06,18.8,3170,1,1,650,122,1970,Monash City Council,-37.9226,145.16512,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2018,1
Mulgrave,19 Suemar St,3,h,842000,S,Win,2018-02-10,18.8,3170,2,2,651,152,1970,Monash City Council,-37.93144,145.16955,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2018,2
Mulgrave,51 Tiverton Dr,3,h,880000,SP,Win,2018-03-03,18.8,3170,2,2,652,130,1970,Monash City Council,-37.926320000000004,145.17978,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2018,3
Mulgrave,13 Anora Cr,4,h,845000,S,Ray,2018-03-10,18.8,3170,1,3,650,152,1970,Monash City Council,-37.92092,145.17123,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2018,3
Mulgrave,8 Lola St,4,h,825000,SA,Barry,2018-02-17,18.8,3170,3,2,642,187,1970,Monash City Council,-37.92933,145.17404,South-Eastern Metropolitan,7113,40,2167,746,430,2134,0.8,1913,2.8,2018,2
Ringwood,6A Heather Gr,3,h,800000,S,RW,2017-08-12,19.9,3134,2,1,461,133,2005,Maroondah City Council,-37.825359999999996,145.22228,Eastern Metropolitan,7785,39,2100,855,386,2408,0.8,1949,2.6,2017,8
Ringwood,26 Major St,3,h,882500,S,hockingstuart,2017-07-22,19.9,3134,2,2,918,145,1975,Maroondah City Council,-37.794000000000004,145.24636,Eastern Metropolitan,7785,39,2100,855,386,2408,0.8,1949,2.6,2017,7
Ringwood,3 Sang Ct,3,h,910000,S,Philip,2017-07-22,19.9,3134,2,2,651,162,1977,Maroondah City Council,-37.79638,145.24268,Eastern Metropolitan,7785,39,2100,855,386,2408,0.8,1949,2.6,2017,7
Ringwood North,4 Athelstane Dr,4,h,942000,S,Jellis,2017-10-07,19.9,3134,1,2,773,131,1980,Manningham City Council,-37.792590000000004,145.22801,Eastern Metropolitan,3619,39,2100,855,386,2408,0.8,1949,2.6,2017,10
Ringwood North,17 Debbie Pl,4,h,980000,S,Fletchers,2018-03-03,19.9,3134,2,2,671,195,1985,Manningham City Council,-37.79739,145.22125,Eastern Metropolitan,3619,39,2100,855,386,2408,0.8,1949,2.6,2018,3
Ringwood,8 Margaret St,4,h,955000,PI,Ray,2018-03-17,19.9,3134,3,6,710,277,1970,Maroondah City Council,-37.81519,145.21356,Eastern Metropolitan,7785,39,2100,855,386,2408,0.8,1949,2.6,2018,3
Cranbourne,29 Earlston Cct,4,h,910500,S,iTRAK,2017-10-28,34.7,3977,2,3,4208,200,1993,Casey City Council,-38.124790000000004,145.28744,South-Eastern Metropolitan,7680,33,1907,804,380,2021,0.9,1895,3.1,2017,10
Noble Park,13 Mather Rd,4,h,805000,S,C21,2017-05-27,22.7,3174,2,4,702,140,1980,Greater Dandenong City Council,-37.97412,145.18022,South-Eastern Metropolitan,11806,36,1682,622,341,1576,1.0,1394,2.7,2017,5
Warrandyte,24 Fossickers Wy,3,h,826000,S,Gardiner,2017-07-15,21.1,3113,2,0,830,135,1975,Manningham City Council,-37.75079,145.20617,Eastern Metropolitan,2003,44,2300,964,500,3052,0.8,2751,3.0,2017,7
North Warrandyte,39 Valias St,4,h,902000,S,Gardiner,2017-09-09,21.1,3113,2,0,1457,147,1970,Nillumbik Shire Council,-37.72548,145.20868000000004,Eastern Metropolitan,1058,44,2300,964,500,3052,0.8,2751,3.0,2017,9
Riddells Creek,53 Bluegum Cct,4,h,817000,S,Raine,2017-06-24,47.4,3431,2,4,1459,272,2011,Macedon Ranges Shire Council,-37.45709,144.68999,Northern Victoria,1475,42,2000,881,400,2386,0.8,2150,2.8,2017,6
Wantirna,1 Newlands Ct,4,h,925000,S,Ray,2017-09-09,14.7,3152,3,4,534,176,1975,Knox City Council,-37.85298,145.23935,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2017,9
Wantirna,16 chesterfield Ct,4,h,951000,S,Ray,2017-08-26,14.7,3152,2,2,704,200,1981,Knox City Council,-37.85639000000001,145.23536000000001,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2017,8
Wantirna South,34 Sylphide Wy,3,h,945000,S,iTRAK,2017-10-14,14.7,3152,2,2,767,166,1967,Knox City Council,-37.8803,145.22177,Eastern Metropolitan,7082,42,2167,755,431,2162,0.8,1901,2.8,2017,10
Wantirna,159 Harold St,4,h,950000,S,Noel,2017-10-21,14.7,3152,2,2,752,187,1980,Knox City Council,-37.854659999999996,145.22367,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2017,10
Wantirna,39 Clarence Rd,4,h,975000,S,Jellis,2018-01-06,14.7,3152,2,2,858,142,1965,Knox City Council,-37.84244,145.22321000000005,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2018,1
Wantirna,15 Chequers Cl,3,h,812000,S,hockingstuart,2017-12-09,14.7,3152,2,2,560,129,1982,Knox City Council,-37.86422,145.2272,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2017,12
Wantirna,17 Cloverlea Dr,4,h,975000,SP,Harcourts,2018-01-20,14.7,3152,2,2,642,152,1980,Knox City Council,-37.85474,145.24076000000005,Eastern Metropolitan,5424,42,2167,755,431,2162,0.8,1901,2.8,2018,1
Wantirna South,5 Hunt Ct,3,h,980000,S,Harcourts,2018-03-17,14.7,3152,2,2,650,156,1985,Knox City Council,-37.88812,145.22391000000005,Eastern Metropolitan,7082,42,2167,755,431,2162,0.8,1901,2.8,2018,3
Chirnside Park,2 Greenridge Ct,4,h,911982,SP,Hoskins,2017-05-27,27.1,3116,2,3,734,222,1996,Yarra Ranges Shire Council,-37.76032,145.30299,Eastern Victoria,3789,38,2167,852,443,2316,0.8,2084,2.8,2017,5
Keilor,3 Gerona St,3,h,895000,S,O'Brien,2017-05-27,14.5,3036,1,1,589,157,1965,Brimbank City Council,-37.7143,144.8315,Western Metropolitan,2339,46,2167,820,400,2474,0.8,2043,2.7,2017,5
Keilor,6 Riverside Av,3,h,840000,S,Barry,2017-09-16,14.5,3036,2,2,725,225,1970,Brimbank City Council,-37.72465,144.8359,Western Metropolitan,2339,46,2167,820,400,2474,0.8,2043,2.7,2017,9
Knoxfield,6 Honeypot Cl,5,h,935000,S,Ray,2018-01-20,23.3,3180,3,2,528,261,1992,Knox City Council,-37.87515,145.25241,Eastern Metropolitan,2949,41,2000,764,421,2065,0.8,1762,2.6,2018,1
Lower Plenty,20 Lincoln Dr,3,h,857500,S,Morrison,2018-03-03,14.6,3093,2,1,417,144,1973,Banyule City Council,-37.72775,145.12034,Eastern Metropolitan,1624,45,2200,955,400,2708,0.8,2160,2.5,2018,3
Wollert,52 Northside Dr,4,h,880000,S,Love,2017-11-11,25.5,3750,2,2,680,228,2015,Whittlesea City Council,-37.6178,145.0191,Northern Metropolitan,2940,30,2000,843,391,2027,0.9,1979,3.3,2017,11
Wollert,10 Empress Av,4,h,850000,S,hockingstuart,2018-03-03,25.5,3750,3,2,612,256,2015,Whittlesea City Council,-37.614259999999994,145.01891,Northern Metropolitan,2940,30,2000,843,391,2027,0.9,1979,3.3,2018,3
Clayton South,15 Byron St,3,h,985000,SP,Buxton,2017-09-09,17.5,3169,1,2,674,98,1950,Kingston City Council,-37.93539000000001,145.11986000000005,South-Eastern Metropolitan,4734,37,2000,670,385,1783,0.9,1616,2.7,2017,9
Clarinda,13 Dyer Ct,5,h,883300,S,Gary,2017-08-19,17.5,3169,2,2,402,177,1980,Kingston City Council,-37.944520000000004,145.11108000000004,South-Eastern Metropolitan,2727,37,2000,670,385,1783,0.9,1616,2.7,2017,8
Clayton South,26 Tarago Cr,3,h,950000,S,C21,2017-08-26,17.5,3169,2,2,535,123,1970,Kingston City Council,-37.94122,145.10924,South-Eastern Metropolitan,4734,37,2000,670,385,1783,0.9,1616,2.7,2017,8
Clayton South,37 Orloff Cl,4,h,877500,S,Ray,2017-10-07,17.5,3169,2,3,598,154,1970,Kingston City Council,-37.95962,145.13565,South-Eastern Metropolitan,4734,37,2000,670,385,1783,0.9,1616,2.7,2017,10
Clayton South,17 Simon St,3,h,955000,S,Fletchers,2017-10-07,17.5,3169,1,1,598,115,1970,Kingston City Council,-37.93371,145.11219,South-Eastern Metropolitan,4734,37,2000,670,385,1783,0.9,1616,2.7,2017,10
