POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA3796,35,42,73,296,397,694,0,0,0,93,88,187,6,3,9,579,711,1294,63,71,131,37,33,62,13,8,27,11,9,25,17,28,42,0,0,0,19,21,40,61,57,118,97,120,223,3,5,13,34,35,68,68,106,179,268,297,563,12,21,30,1686,2014,3702,4,7,21,5,6,14,4,0,4,0,0,0,3,0,3,11,24,33,14,26,45,2864,2622,5486,16,15,27,10,14,27,2894,2650,5543,209,190,405,4863,4937,9799
POA3797,9,22,30,134,192,325,0,0,0,29,38,66,0,0,0,220,233,450,10,6,21,11,3,15,7,12,16,0,3,7,11,7,12,6,0,6,12,11,22,8,3,14,29,29,56,0,0,0,22,29,47,37,49,88,48,67,119,0,0,0,571,674,1251,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,13,5,9,13,1076,958,2037,3,5,8,0,15,18,1083,976,2054,209,197,401,1879,1884,3764
POA3799,43,45,83,207,219,429,0,0,0,30,31,58,0,0,0,266,299,573,8,4,9,15,8,22,7,16,27,0,0,4,4,8,17,0,0,0,5,5,12,6,8,12,43,59,97,3,3,9,43,57,101,35,35,73,100,103,197,3,5,6,787,864,1643,5,6,9,3,4,6,0,4,9,0,0,0,0,0,0,17,28,48,17,28,43,1692,1625,3314,24,8,32,11,18,30,1723,1656,3378,413,358,771,2992,2961,5951
POA3802,637,735,1376,418,488,907,3,3,4,225,277,501,3,4,4,2719,3000,5723,4,13,27,893,865,1756,20,49,70,27,24,50,25,16,49,126,119,244,50,48,93,232,275,503,140,134,274,8,10,19,44,53,102,160,196,356,491,492,983,10,7,16,5593,6073,11666,477,452,931,1584,1447,3027,13,18,33,0,0,0,115,92,207,72,60,129,185,147,333,2920,2567,5485,29,7,40,22,18,43,2966,2602,5564,807,722,1532,12267,12189,24455
POA3803,299,310,606,184,232,413,0,0,0,54,72,128,5,5,3,956,1086,2045,6,7,13,207,229,436,22,29,52,31,28,64,6,8,16,61,75,144,23,24,44,79,72,153,48,84,134,4,8,13,21,27,46,53,80,137,201,209,407,0,3,5,1969,2281,4251,218,193,414,1529,1403,2928,4,0,3,0,0,0,109,109,219,13,22,35,123,125,249,1109,957,2061,13,6,17,8,3,9,1120,967,2091,424,386,810,5692,5669,11355
POA3804,71,97,166,211,281,491,0,0,0,127,120,247,0,3,7,1126,1123,2248,4,11,14,179,165,353,7,13,23,15,8,23,16,12,26,22,15,41,21,17,39,88,96,186,64,50,110,6,7,10,11,19,32,106,131,231,124,130,256,3,5,7,2133,2200,4338,44,44,94,394,383,777,7,4,7,0,0,0,55,67,124,10,7,18,67,72,138,1320,1202,2525,7,6,14,0,8,8,1330,1212,2540,198,209,413,4237,4229,8466
POA3805,1222,1372,2595,1300,1647,2947,7,6,13,371,418,787,10,7,15,5860,6305,12164,27,50,76,697,778,1477,66,79,151,163,172,334,40,61,97,198,222,427,130,127,256,484,525,1012,365,415,771,19,30,51,92,101,196,328,475,807,1067,1074,2136,22,22,47,11256,12504,23758,1140,1031,2178,3897,3795,7694,25,21,44,4,3,7,575,532,1105,149,169,316,726,702,1431,9180,8303,17481,64,43,115,20,46,73,9275,8393,17664,1690,1551,3241,29236,29372,58600
POA3806,1128,1216,2354,1599,2096,3698,0,0,0,428,473,897,59,55,111,5327,5926,11251,39,55,100,454,469,925,41,73,113,44,48,95,51,70,123,147,141,285,69,81,149,395,430,827,304,403,706,22,33,53,70,83,155,449,655,1109,768,932,1701,16,28,42,10288,12044,22328,1403,1355,2758,846,881,1724,20,35,53,0,0,3,340,325,668,100,130,228,441,455,904,9465,8908,18375,60,44,101,26,51,73,9547,9003,18551,1301,1339,2637,24974,26337,51308
POA3807,80,77,158,319,402,719,0,0,0,72,89,160,17,17,32,887,919,1805,10,12,19,58,58,119,6,7,19,17,21,36,8,12,18,7,8,11,9,13,21,41,46,90,63,53,120,6,7,15,8,9,10,73,109,190,111,132,243,0,0,0,1723,1909,3630,44,57,98,42,43,84,4,9,10,0,0,0,17,18,35,3,14,13,23,30,51,1723,1509,3234,8,0,8,0,6,7,1730,1514,3249,193,172,363,3838,3818,7655
POA3808,4,9,10,133,173,304,0,0,0,21,23,48,0,0,0,321,295,621,9,8,16,16,16,37,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,7,12,18,19,34,54,0,0,0,0,0,5,40,45,91,43,51,87,3,0,3,617,674,1288,0,0,0,6,0,10,3,5,9,0,0,0,0,0,0,4,0,3,4,0,3,845,730,1576,7,5,19,5,5,5,860,742,1598,121,101,223,1614,1531,3147
POA3809,498,535,1035,471,564,1040,0,0,0,178,187,372,18,17,36,1681,1990,3675,19,16,32,127,130,259,27,16,41,13,19,36,21,23,43,42,50,94,33,53,83,166,186,353,119,140,257,3,0,4,57,63,124,106,135,250,299,347,644,9,6,19,3397,3957,7359,643,611,1258,511,505,1016,5,8,9,0,0,0,440,390,827,28,28,54,467,419,886,3538,3485,7023,28,14,45,3,15,20,3572,3513,7089,510,497,1005,9606,10057,19662
POA3810,619,696,1314,1680,2139,3820,0,0,0,598,694,1291,6,6,19,4372,5046,9419,38,49,89,280,282,558,65,80,146,108,113,215,57,83,137,116,123,237,88,106,198,388,440,828,339,431,771,33,57,97,123,142,265,430,626,1055,917,1041,1955,21,23,46,9676,11474,21148,964,882,1843,1017,909,1918,20,15,34,0,0,0,1195,1006,2207,90,101,192,1286,1108,2399,11635,11442,23080,81,59,142,36,63,91,11753,11567,23319,1810,1798,3606,27135,28453,55588
POA3812,3,5,13,149,151,293,0,0,0,13,15,23,0,0,0,276,293,567,0,0,0,5,3,3,4,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,13,19,27,24,52,0,0,0,5,3,9,39,49,90,30,39,75,0,0,0,552,595,1146,0,0,7,3,0,3,0,0,0,0,0,0,7,4,17,4,4,12,8,14,22,540,495,1032,0,0,0,5,3,9,544,496,1043,122,132,253,1246,1242,2488
POA3813,0,0,0,52,68,118,0,0,0,16,18,30,0,0,0,122,94,211,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,9,6,14,0,0,0,0,0,0,9,15,26,11,7,19,0,3,3,215,227,446,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,206,200,413,3,4,3,0,0,0,210,206,414,51,49,99,481,484,963
POA3814,7,7,19,124,141,266,0,0,0,12,16,24,0,0,0,347,337,691,0,0,0,9,14,17,0,0,4,9,8,14,3,5,5,0,0,0,3,5,8,11,16,24,17,24,36,0,0,0,3,4,9,39,55,90,22,19,43,0,0,0,595,629,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,575,536,1110,9,0,10,0,0,0,585,541,1121,124,111,240,1319,1292,2604
POA3815,3,12,15,200,232,435,0,0,0,29,22,47,0,0,0,410,433,844,5,0,3,4,6,9,0,0,0,4,0,9,0,4,8,0,0,0,4,8,7,7,8,15,38,45,81,0,5,5,5,9,14,45,63,111,28,30,59,0,0,0,781,855,1639,0,0,6,0,0,5,0,0,3,0,0,0,0,0,0,3,5,7,3,5,7,900,834,1731,0,0,3,0,0,0,904,838,1735,138,152,290,1827,1861,3693
POA3816,9,12,25,157,212,375,0,0,0,24,28,49,0,0,0,235,230,467,0,0,5,7,5,14,4,4,9,0,0,3,3,0,3,0,0,0,3,12,18,12,11,24,34,38,71,0,5,7,5,7,8,38,52,87,27,38,72,0,0,0,563,646,1209,5,3,12,0,3,4,0,0,3,0,0,0,11,4,9,8,5,21,14,10,29,838,752,1587,3,7,6,0,0,0,843,755,1597,189,171,353,1621,1603,3227
POA3818,40,65,106,752,981,1736,0,0,0,147,151,296,0,3,6,1354,1552,2901,18,25,40,46,37,81,40,37,76,23,15,39,25,24,48,0,0,0,97,86,183,66,86,154,276,338,611,17,15,34,22,25,48,208,305,507,246,291,537,3,4,9,3325,3978,7308,28,30,54,16,19,33,3,6,8,0,3,0,12,21,32,22,26,44,32,49,82,4261,4185,8448,28,28,60,6,17,23,4298,4228,8523,597,590,1194,8347,8961,17313
POA3820,91,133,222,883,1131,2013,0,0,0,99,113,219,63,68,129,1698,1925,3624,23,32,55,51,62,107,41,47,91,19,18,42,18,28,46,6,4,16,104,120,224,67,78,140,228,282,510,28,39,61,19,31,51,311,423,731,259,317,576,7,8,12,3921,4735,8653,75,65,137,69,57,130,3,4,10,0,0,0,39,42,76,15,42,59,51,80,138,4668,4699,9363,29,31,56,8,33,42,4707,4754,9460,629,676,1302,9553,10509,20054
POA3821,0,11,12,173,221,391,0,0,0,25,21,47,0,0,0,214,245,459,0,4,3,5,3,10,13,21,30,0,0,5,0,4,4,0,0,0,14,19,26,4,3,9,43,43,84,3,0,3,0,4,7,64,84,147,37,51,92,0,6,4,610,721,1331,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,8,3,5,8,776,698,1466,4,4,4,0,4,4,773,702,1479,152,164,315,1541,1599,3142
POA3822,3,3,9,58,65,130,0,0,0,7,9,17,0,0,0,55,64,121,0,3,3,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0,9,3,17,0,6,3,11,5,21,0,0,0,0,0,3,35,29,63,10,12,24,0,0,0,197,208,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,264,231,498,0,0,0,0,0,0,270,233,502,49,43,86,520,484,1001
POA3823,4,11,14,99,134,234,0,0,0,7,9,11,0,0,0,161,168,325,0,0,0,0,6,6,4,0,3,3,8,7,3,0,3,0,0,6,4,7,11,4,6,12,25,28,58,0,5,9,0,4,8,45,56,102,30,37,64,0,0,0,389,468,856,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,575,515,1084,0,8,9,0,5,5,576,518,1091,86,61,143,1056,1065,2117
POA3824,24,28,45,270,329,603,0,0,0,23,36,57,0,0,0,425,490,916,0,0,0,11,7,14,8,4,15,10,5,12,3,6,9,0,0,0,12,14,24,23,20,39,56,69,119,6,3,12,3,3,11,101,107,206,59,55,110,0,3,3,996,1163,2158,11,7,16,16,6,21,0,0,0,0,0,0,9,9,8,9,9,15,8,16,23,1383,1341,2724,11,9,18,4,11,8,1391,1358,2750,198,220,419,2643,2790,5438
POA3825,42,71,109,1041,1256,2296,0,0,0,105,93,204,45,71,115,1753,1947,3699,5,10,12,96,96,194,89,122,211,30,36,66,20,29,43,0,0,3,20,17,44,100,125,223,235,299,540,24,44,74,16,23,37,168,268,429,195,213,408,8,4,7,3960,4655,8619,13,6,22,38,31,68,3,8,10,3,0,3,5,0,5,36,51,89,48,54,100,5269,4898,10164,35,25,61,7,31,37,5314,4955,10265,982,903,1883,10398,10681,21078
POA3831,0,14,15,116,116,232,0,0,0,8,8,16,0,0,0,147,147,293,0,0,0,4,3,10,5,15,25,5,0,9,4,6,4,0,0,0,6,4,9,8,3,9,20,26,46,0,0,4,5,5,9,36,53,87,18,25,46,0,0,0,375,417,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,4,7,512,424,939,5,4,14,3,3,4,523,434,952,119,122,243,1022,989,2012
POA3832,0,3,4,19,20,34,0,0,0,4,3,8,0,0,0,13,10,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,3,3,6,0,0,0,42,44,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,80,139,0,0,0,0,0,0,58,81,143,10,5,13,115,131,245
POA3833,0,0,0,19,15,37,0,0,0,0,0,0,0,0,0,29,28,49,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,5,4,6,5,0,3,0,0,0,60,51,119,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,87,70,162,0,0,0,0,0,0,88,70,161,31,17,48,187,151,340
POA3835,0,0,0,30,29,57,0,0,0,0,0,8,0,0,0,44,36,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,4,10,0,0,0,0,0,0,14,15,27,12,14,33,0,0,0,108,116,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,96,211,0,0,0,0,0,0,119,96,211,18,17,40,243,235,475
POA3840,67,68,137,696,913,1608,0,0,0,72,81,154,0,0,0,1554,1711,3264,3,3,6,96,93,187,22,25,46,9,14,24,16,34,57,0,5,7,19,25,41,58,74,133,193,231,424,30,41,65,10,18,30,136,169,307,201,215,416,5,3,6,3123,3653,6776,38,40,82,169,148,312,10,9,17,0,0,0,21,15,28,32,41,73,52,48,105,4092,3721,7813,29,30,54,11,16,26,4132,3768,7897,991,916,1903,8582,8647,17225
POA3842,15,14,26,186,243,429,0,0,0,14,27,41,0,0,0,378,422,799,0,0,0,6,10,17,14,18,32,9,6,14,5,3,10,0,0,0,9,6,12,23,20,46,43,46,93,0,11,12,3,5,10,47,58,108,53,66,116,0,0,4,794,947,1745,3,3,12,22,18,37,0,0,0,0,0,0,5,9,8,10,14,20,10,18,26,1309,1228,2539,7,3,14,7,5,11,1322,1242,2561,249,271,520,2419,2510,4924
POA3844,116,154,267,1388,1861,3244,0,0,0,126,155,282,0,3,8,2943,3464,6407,9,12,24,159,160,317,26,46,73,26,19,50,44,61,110,7,8,15,41,53,91,132,145,280,269,319,587,4,24,30,13,18,29,384,562,947,243,315,563,5,7,12,5823,7243,13063,104,97,209,82,73,152,4,7,13,0,0,6,49,53,97,39,46,82,86,102,184,7597,7146,14741,38,35,72,16,31,48,7648,7216,14860,1209,1218,2429,15074,16106,31179
POA3847,0,11,15,157,187,341,0,0,0,16,15,33,0,0,4,135,172,312,3,0,4,6,4,11,0,0,0,0,6,5,0,0,0,0,0,0,4,3,3,8,3,12,14,18,27,0,3,4,9,10,11,34,47,86,30,35,64,0,0,0,420,509,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,14,7,17,22,552,476,1031,0,0,0,0,5,6,559,477,1035,134,142,273,1121,1154,2278
POA3850,52,76,131,935,1203,2131,0,0,0,112,140,250,26,34,62,1232,1600,2832,4,9,15,27,37,68,24,26,45,26,17,39,15,16,30,7,3,10,21,27,48,16,35,50,149,144,293,9,5,14,10,17,26,196,309,495,141,194,337,5,7,9,2944,3818,6759,88,64,154,44,38,86,4,0,5,0,0,0,22,24,49,17,37,53,41,64,104,3598,3400,6998,39,12,50,14,13,22,3649,3423,7074,583,571,1154,7408,8063,15472
POA3851,15,15,29,420,453,871,0,0,0,32,34,66,0,0,0,481,477,953,0,0,4,17,11,32,0,5,7,0,0,5,5,7,15,0,0,0,8,13,23,14,11,27,67,50,114,0,3,5,4,5,8,98,104,202,55,63,122,0,0,0,1215,1246,2455,6,0,5,3,0,10,0,6,4,0,0,0,0,0,0,0,10,8,0,10,8,1347,1078,2426,6,8,14,3,4,9,1358,1094,2448,1054,215,1271,3650,2584,6231
POA3852,0,0,0,15,8,17,0,0,0,0,4,3,0,0,0,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,134,0,0,0,0,0,0,104,35,142,3,5,6,145,69,210
POA3854,0,0,0,86,86,176,0,0,0,10,8,18,0,0,0,127,155,281,0,0,0,5,0,0,0,0,4,0,4,6,0,0,3,0,0,0,0,0,0,4,6,6,16,20,37,0,0,4,4,5,7,38,40,75,8,14,20,4,6,15,307,336,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,371,347,723,0,0,0,0,0,0,376,347,727,52,51,104,744,741,1478
POA3856,0,0,0,66,68,136,0,0,0,0,5,5,0,0,0,78,89,164,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,12,20,0,0,0,0,0,3,8,13,22,7,13,12,0,0,0,167,209,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,311,283,589,0,0,0,0,0,0,311,285,597,50,60,112,521,563,1085
POA3857,0,0,0,29,26,50,0,0,0,0,0,0,0,0,0,39,45,78,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,17,0,4,4,0,0,0,7,8,10,0,8,6,0,0,0,73,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,76,154,0,3,5,0,0,0,85,78,162,25,32,55,188,198,389
POA3858,12,9,14,197,225,420,0,0,0,14,17,28,0,0,0,296,290,589,0,0,0,0,0,3,5,7,13,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,25,17,42,0,0,0,0,0,0,47,57,99,14,21,39,0,0,0,606,650,1253,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,6,5,14,8,4,12,737,640,1379,3,9,10,0,4,7,743,654,1393,225,224,446,1589,1535,3125
POA3859,6,6,13,49,52,103,0,0,0,4,4,10,0,0,0,94,94,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,13,9,18,0,0,0,0,0,4,21,21,46,12,10,17,0,0,0,201,195,400,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,5,11,10,10,15,209,196,408,0,0,3,0,0,0,213,203,411,60,48,108,490,459,945
POA3860,14,24,40,457,628,1093,0,0,0,39,38,75,0,0,0,643,682,1323,0,0,0,8,5,6,3,10,13,0,0,0,8,9,15,0,0,0,5,0,8,3,4,8,63,53,111,4,4,4,0,3,7,171,207,375,65,67,133,0,0,0,1470,1702,3172,6,4,9,5,9,19,0,0,3,0,0,0,7,6,14,6,10,14,13,16,31,1813,1765,3577,4,7,9,0,0,5,1819,1775,3590,306,285,588,3636,3817,7455
POA3862,4,11,16,224,265,495,0,0,0,28,28,52,0,0,0,262,289,548,0,0,0,11,9,17,0,5,7,0,0,0,3,7,14,0,0,0,4,6,9,3,6,7,46,50,98,3,0,3,7,0,6,73,97,172,30,31,60,0,0,0,694,790,1487,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,8,14,5,8,14,916,823,1734,3,0,3,5,4,6,919,824,1747,148,131,284,1773,1772,3547
POA3864,0,0,0,14,17,27,0,0,0,0,0,0,0,0,0,24,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,5,6,8,3,0,3,0,0,0,42,64,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,5,8,62,36,99,0,0,0,0,0,0,62,36,99,14,12,27,129,115,241
POA3865,5,11,13,29,23,50,0,0,0,0,0,0,0,0,0,49,34,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,14,0,0,0,0,5,12,6,11,17,5,3,8,0,0,0,107,89,198,0,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,109,246,0,0,5,0,0,0,138,109,247,30,27,55,288,242,527
POA3869,0,3,6,87,83,175,0,0,0,0,5,6,0,0,0,134,152,288,0,0,0,0,0,0,0,0,10,0,4,5,0,4,3,0,0,0,0,0,0,4,4,3,16,27,39,5,0,8,0,0,0,25,27,56,16,29,38,0,0,0,294,339,635,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,477,463,943,6,6,9,0,5,5,484,472,957,74,54,127,860,882,1738
POA3870,0,16,12,58,64,117,0,0,0,3,0,8,0,0,0,65,74,136,0,0,4,0,5,0,4,6,3,3,4,6,0,0,0,0,0,0,0,3,8,0,0,4,12,8,24,0,3,3,0,0,0,27,28,58,13,26,33,0,0,0,184,221,404,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,374,352,728,0,0,0,5,0,0,380,355,736,78,81,159,654,672,1319
POA3871,6,4,9,183,217,397,0,0,0,4,5,9,0,0,0,183,198,382,3,0,9,6,4,9,4,0,10,5,5,9,9,0,6,0,0,0,0,0,4,11,11,20,22,29,46,0,0,0,12,10,16,45,65,108,22,28,45,0,0,0,498,573,1069,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,3,3,6,3,3,6,839,790,1631,4,4,11,5,8,10,855,795,1652,148,148,299,1510,1535,3039
POA3873,0,0,0,22,21,38,0,0,0,3,3,11,0,0,0,19,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,3,0,0,0,0,0,0,4,0,6,17,8,23,0,0,0,67,56,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,71,169,0,3,3,0,0,0,97,74,176,19,15,31,184,144,324
POA3874,0,5,0,53,49,105,0,0,0,0,4,3,0,0,0,37,49,87,0,0,0,0,5,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,8,5,15,0,0,0,0,0,0,9,13,25,3,6,8,0,0,0,120,130,249,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,134,290,0,3,3,0,0,4,152,140,294,30,33,63,309,300,610
POA3875,60,92,153,1164,1379,2540,0,0,0,121,133,250,67,70,136,1425,1755,3186,4,4,14,19,15,37,36,44,75,17,14,26,18,27,45,0,3,7,17,12,26,95,126,221,196,237,427,22,29,50,26,43,69,336,455,793,193,236,429,10,10,12,3765,4590,8349,35,38,78,35,35,69,0,0,7,0,0,0,20,21,44,14,47,61,38,72,105,4789,4628,9417,26,32,53,10,21,33,4824,4677,9505,864,885,1745,9623,10383,20015
POA3878,5,3,10,91,112,206,0,0,0,11,18,27,0,0,0,91,112,197,0,0,0,0,4,8,0,0,5,0,0,0,0,4,4,0,0,0,4,0,3,4,3,12,20,21,43,0,0,6,0,0,0,21,22,41,19,16,28,0,0,0,270,315,581,0,5,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,7,12,324,309,629,0,0,0,0,0,0,323,314,637,35,26,60,636,670,1306
POA3880,4,8,14,302,397,701,0,0,0,35,19,53,0,0,0,241,319,561,0,9,6,10,6,18,0,4,7,0,0,0,12,11,23,0,0,0,13,17,30,24,23,45,72,82,156,3,3,9,0,5,10,90,132,218,39,47,91,4,3,3,845,1071,1916,5,6,13,0,0,0,0,0,0,0,0,0,5,6,6,4,9,6,8,8,15,991,1001,1996,9,6,12,0,4,5,1003,1014,2021,139,119,250,2003,2231,4235
POA3882,0,0,0,80,86,163,0,0,0,4,4,7,6,6,11,76,80,156,0,0,3,0,3,3,7,9,13,0,0,0,0,0,3,0,0,0,4,0,4,3,4,13,14,13,27,0,0,4,4,0,7,18,26,44,18,8,27,0,0,0,230,247,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,5,3,11,11,379,376,750,0,0,4,0,0,0,385,376,761,35,29,70,664,663,1322
POA3885,4,9,16,98,104,203,0,0,0,14,15,27,0,0,0,99,112,214,0,0,0,3,0,3,3,7,15,0,0,3,0,0,3,0,0,0,0,0,0,3,5,6,12,13,25,0,0,0,5,4,11,21,36,58,11,11,25,4,0,5,283,317,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,8,5,17,563,490,1056,0,3,3,3,4,12,566,498,1067,88,97,184,946,927,1876
POA3886,0,0,0,28,34,61,0,0,0,0,0,3,0,0,0,24,24,43,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,4,0,0,0,0,0,0,9,4,14,5,3,7,5,4,4,82,77,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,104,213,0,0,0,0,0,0,109,104,216,21,17,35,213,200,415
POA3887,0,0,0,14,16,29,0,0,0,3,5,6,0,0,0,29,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,5,6,3,3,8,0,0,0,59,50,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,44,107,0,0,0,4,0,4,66,44,113,28,13,46,154,114,268
POA3888,8,11,20,212,224,435,0,0,0,13,13,23,0,0,0,174,208,386,0,0,0,3,0,4,18,20,34,0,0,0,0,5,10,0,0,0,0,0,4,12,15,27,60,53,112,5,3,7,0,4,3,74,92,169,27,29,59,5,0,8,608,671,1278,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,8,10,12,927,841,1769,8,5,10,8,0,9,937,848,1785,205,178,383,1770,1724,3502
