POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3816,8,3,16,0,0,0,0,0,0,0,0,0,0,0,4,523,410,932,31,23,58,28,0,28,3,0,5,0,0,0,3,5,5,11,5,15,617,449,1065,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,15,4,13,0,0,0,0,0,0,0,0,0,0,0,0,86,122,210,48,103,154,9,8,13,772,692,1462
POA3818,40,17,51,3,0,8,0,0,4,0,0,0,0,3,6,2726,2233,4959,152,146,303,76,4,79,17,0,17,12,7,19,10,7,22,72,59,130,3107,2480,5585,7,3,16,0,0,0,0,0,0,3,4,10,0,0,3,0,0,0,17,14,28,0,0,0,0,0,0,0,4,3,5,0,5,0,0,0,5,4,6,34,10,48,53,28,77,0,4,9,0,0,0,3,0,3,6,3,7,465,675,1148,307,607,920,18,17,42,3965,3818,7785
POA3820,30,11,38,13,10,21,0,0,0,0,0,0,11,3,13,3200,2745,5943,194,245,441,35,0,35,17,0,24,16,6,22,19,8,30,98,85,181,3638,3119,6759,5,3,9,0,0,0,0,0,0,7,3,13,5,0,5,5,0,5,19,14,28,0,0,0,0,0,0,5,3,3,0,4,4,3,0,3,5,6,10,34,15,51,60,34,87,6,0,8,0,0,0,3,0,3,12,0,14,587,771,1355,385,701,1083,22,20,49,4696,4648,9342
POA3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,417,909,27,28,60,17,0,17,6,0,6,4,0,4,9,0,8,34,28,58,585,474,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,165,198,363,73,128,196,11,12,21,837,815,1657
POA3822,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,180,137,314,5,14,20,7,0,7,4,0,6,0,0,0,0,0,0,3,4,10,195,156,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,50,90,20,34,55,6,0,5,264,244,508
POA3823,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,336,269,602,10,12,24,11,0,11,0,0,0,0,0,0,0,0,4,12,14,28,379,297,680,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,83,104,188,28,82,110,0,6,6,506,487,991
POA3824,4,8,11,6,0,3,0,0,0,0,0,0,0,0,0,913,700,1607,65,57,115,19,0,19,3,0,3,0,0,4,0,3,9,43,39,76,1047,805,1851,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,11,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,122,199,322,87,194,279,8,4,15,1278,1206,2488
POA3825,21,8,29,23,14,33,0,0,0,6,0,6,4,5,11,2997,2510,5503,212,196,408,48,0,48,20,0,22,13,0,11,11,14,24,70,75,149,3409,2829,6242,3,0,4,0,0,0,0,0,0,0,3,3,3,0,6,0,3,0,8,7,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,17,6,23,32,16,48,4,0,4,0,0,0,0,0,0,9,0,8,306,540,843,373,596,973,41,36,78,4171,4024,8196
POA3831,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,300,223,526,14,12,29,13,0,13,5,0,4,0,0,0,0,0,0,22,4,30,357,246,603,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,72,101,172,37,54,87,7,4,8,473,407,882
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,59,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,6,3,8,48,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,27,6,7,18,0,0,0,62,58,124
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,60,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,48,32,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,32,6,4,9,0,0,0,79,55,128
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,52,121,6,5,7,8,0,8,3,0,3,0,0,0,0,0,4,10,9,15,88,70,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,45,10,16,27,3,0,3,126,102,231
POA3840,8,4,12,18,27,53,0,0,0,0,0,0,5,0,7,2231,1824,4058,168,141,309,40,0,40,10,0,15,16,0,24,17,11,34,70,48,114,2585,2060,4649,3,0,6,0,0,0,0,0,0,3,0,3,5,0,5,0,0,3,15,3,13,0,0,0,0,0,0,3,4,6,0,3,8,0,0,0,3,10,11,23,12,34,34,19,63,0,0,0,3,0,4,0,0,0,4,3,8,233,388,629,258,420,677,26,26,56,3139,2928,6068
POA3842,0,0,4,3,5,10,0,0,0,0,0,0,0,0,0,674,580,1256,32,34,67,9,0,9,3,0,3,0,0,0,0,0,0,6,4,13,738,626,1366,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,0,0,3,0,0,0,0,0,0,0,0,3,75,133,204,73,150,218,3,9,17,893,919,1816
POA3844,7,8,16,23,43,66,3,0,3,3,0,0,10,10,17,5231,4453,9680,353,389,740,69,0,69,22,0,19,30,8,38,27,15,42,108,132,245,5885,5052,10935,7,3,8,0,0,0,0,0,0,3,4,7,0,0,8,0,0,3,14,9,25,0,0,0,0,0,0,8,0,10,0,6,7,0,0,0,7,11,18,47,27,77,66,45,116,0,8,5,0,3,3,0,0,4,0,8,7,631,1080,1718,661,1090,1754,37,35,71,7291,7310,14599
POA3847,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,318,291,607,22,16,37,8,0,7,4,0,7,0,0,6,7,0,4,14,22,34,368,337,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,8,7,6,11,0,0,0,0,0,0,3,0,3,0,0,0,56,79,135,36,54,94,5,8,14,484,481,960
POA3850,0,3,3,10,8,20,0,0,0,0,0,0,8,5,13,2317,2046,4366,154,184,338,24,0,24,8,0,9,62,27,92,32,15,49,143,144,288,2767,2439,5205,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,35,28,16,34,0,0,0,0,0,0,0,0,0,0,3,3,257,364,620,290,459,753,18,16,32,3359,3299,6654
POA3851,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,692,654,1348,44,42,90,24,0,24,5,0,9,5,0,3,14,8,18,40,31,71,835,738,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,23,16,7,22,0,0,0,0,0,0,0,0,0,0,0,0,179,191,368,119,161,281,19,14,30,1159,1107,2267
POA3852,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,10,25,4,0,8,0,0,0,0,0,0,16,4,22,0,3,4,79,35,114,130,52,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,4,12,0,0,0,135,57,192
POA3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,211,482,15,21,38,11,0,11,6,0,4,0,0,0,4,0,4,3,7,9,316,235,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,57,101,40,68,108,4,0,3,406,360,768
POA3856,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,199,156,360,10,11,20,9,0,9,0,0,0,0,0,0,0,0,3,7,4,12,225,183,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,48,20,40,53,0,0,0,251,253,511
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,68,121,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,67,72,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,20,10,7,15,0,0,0,88,95,182
POA3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,375,821,35,29,68,19,0,19,8,3,10,5,0,13,6,0,6,25,24,54,547,431,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,67,79,147,50,80,130,5,8,13,679,607,1290
POA3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,121,257,7,3,14,4,0,4,3,0,10,0,0,0,0,0,7,22,14,35,187,137,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,3,0,3,0,0,4,49,38,89,12,23,35,4,0,11,257,201,458
POA3860,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,1116,993,2107,90,49,135,21,0,21,15,0,15,14,0,14,14,7,22,39,45,85,1315,1097,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,12,3,21,13,3,22,0,0,0,0,0,0,0,0,0,4,0,4,145,207,350,152,268,421,5,8,17,1637,1587,3225
POA3862,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,566,525,1091,23,26,49,7,0,8,8,0,8,4,0,4,15,0,15,11,16,30,640,573,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,11,9,18,0,0,0,0,0,0,0,0,0,6,0,6,81,120,199,69,111,175,12,3,14,811,813,1619
POA3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,65,0,0,3,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,44,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,0,4,7,0,0,0,58,48,103
POA3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,68,171,20,11,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,131,81,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,4,14,17,3,5,14,0,3,3,143,110,252
POA3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,263,575,19,15,40,6,0,10,0,0,0,0,0,0,0,0,0,9,11,9,346,294,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,44,58,100,45,70,111,8,13,19,440,433,871
POA3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,152,336,8,19,30,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,199,183,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,67,114,16,42,61,0,0,3,269,289,560
POA3871,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,405,335,738,25,25,48,5,0,5,4,0,3,3,0,3,7,3,12,31,20,47,473,390,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,116,139,255,70,109,180,8,3,13,664,644,1306
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,90,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,5,5,11,63,46,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,0,7,8,0,0,0,81,66,144
POA3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62,134,3,7,8,0,0,0,0,0,0,0,0,0,4,0,9,5,9,11,86,78,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,64,13,13,26,0,0,0,132,124,250
POA3875,4,0,4,5,9,17,4,0,4,0,0,0,6,9,17,2976,2670,5645,213,218,433,71,0,73,8,0,13,39,11,49,23,15,43,132,125,258,3486,3070,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,32,20,60,37,31,59,0,0,0,0,0,0,4,0,4,5,0,5,363,540,907,334,537,867,42,37,80,4264,4213,8481
POA3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,162,338,8,12,17,0,0,0,0,0,0,0,0,0,5,0,5,5,3,8,192,177,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,43,68,26,38,63,0,5,8,248,260,508
POA3880,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,405,409,816,21,27,43,9,0,9,3,0,3,5,0,3,0,0,0,9,20,34,453,453,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,56,32,22,56,0,0,0,0,0,0,0,0,0,0,0,3,80,120,196,72,107,179,7,3,10,641,708,1355
POA3882,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,236,188,427,8,15,25,7,0,7,0,0,0,0,0,0,0,0,0,12,4,11,264,204,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,40,71,18,42,55,3,3,8,316,289,605
POA3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,255,525,25,14,32,10,0,10,0,0,0,0,0,0,7,3,7,24,20,44,326,296,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,70,82,152,45,62,101,9,3,11,446,445,891
POA3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,92,10,0,6,4,0,4,0,0,0,0,0,0,3,0,3,6,0,5,70,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,28,6,9,14,5,3,6,88,73,161
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,60,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,45,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,6,22,3,3,10,0,3,4,56,47,105
POA3888,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,391,374,767,31,29,63,12,0,12,3,0,5,10,0,6,5,4,12,50,32,81,506,443,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,92,106,198,46,87,135,9,7,19,660,651,1314
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,4,3,8,0,0,0,24,23,45
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,55,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,41,38,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,3,6,11,0,0,0,50,53,105
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,0,3,0,0,0,0,24,22,38
POA3892,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,113,108,219,5,9,13,3,0,3,0,0,0,8,8,15,6,4,9,19,30,47,162,159,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,48,79,23,28,58,0,7,7,225,240,462
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,10,12,18
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,47,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,37,4,0,4,6,0,6,56,46,98
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,37,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20,76,38,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,18,32,3,12,11,3,0,7,93,71,166
POA3898,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,89,59,145,6,4,13,7,0,7,0,0,0,0,0,0,7,0,7,27,29,56,139,96,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,21,54,14,29,49,5,0,3,183,156,338
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,29,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,7,0,4,0,0,4,44,33,73
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,50,93,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,55,58,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,7,15,25,0,0,0,77,86,160
POA3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,88,189,4,8,8,5,0,5,0,0,0,0,0,0,0,0,6,4,0,4,116,101,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,23,45,19,19,37,9,5,13,157,149,308
POA3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,204,430,9,18,28,7,0,7,4,0,4,0,0,0,5,0,10,9,6,21,265,233,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,86,147,39,62,102,0,4,6,368,384,756
POA3909,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,981,935,1912,73,81,156,16,0,13,9,0,10,10,8,16,15,13,23,52,42,94,1157,1077,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,10,5,17,11,9,26,0,0,0,0,0,0,0,0,0,0,0,0,119,155,278,153,215,365,23,15,32,1461,1475,2939
POA3910,29,11,41,19,22,42,6,0,4,0,0,0,6,6,13,4309,3206,7512,220,192,414,107,4,114,18,0,16,18,0,17,26,15,41,28,51,79,4801,3507,8305,9,4,13,0,0,0,0,0,0,18,5,24,0,0,0,0,0,0,29,18,41,0,0,0,0,0,0,6,0,6,0,5,10,0,0,0,8,5,14,38,15,55,76,34,111,5,0,10,3,0,6,0,0,0,9,4,10,873,1517,2390,545,1108,1651,19,17,36,6314,6189,12506
